id;nome;email;telefone;cpf;data_hora;valor;observacao
493;Yasmin Fernanda Mendes;txobxc494.w@gmail.com;97 919213260;962.357.491-68;30/10/2024 16:47:12;R$ 150.298,10;???|ok|ticket
494;Otávio Sabrina Oliveira;95 996113782;887.699.534-50;25/07/2022 06:35:18;R$ 98.656,02;csv|ok|json
495;Yasmin Santos;4e6bxiqil@outlook.com;(93) 93397-3860;358.624.283-59;09/07/2023 12:37:47;R$ 148.377,71;URGENTE|tmp|falhou|json|duplicado|anexo|erro|ticket
496;Eduardo Nogueira;iox5wnom@loja.com.br;96 964945428;141.260.118-1;21/12/2025 12:49:02;R$ 164.010,47;ok|protocolo|###|revisar
497;Yasmin Oliveira;22jd9zuwc@bol.com.br;(97) 968434281;089.308.599-24;19/06/2023 19:53:09;R$ 196.032,26;atenção|ok|auto|auto
498;William Silva;caknpe8bncw@outlook.com;(99) 988069895;293.295.626-2;13/05/2025 03:17:29;R$ 90.362,41;duplicado|manual|LIMPAR|???|***|auto
499;Eduardo Tavares;u8cidnj.h4t@gmail.com;93 986503688;967.400.67-95;18/10/2025 16:45:37;R$ 123.969,82;atenção|manual|json|ticket|***|URGENTE|anexo|anexo
500;Larissa Tavares;3.tl7n@.com.br;(91) 99588-5467;325.393.010-69;07/12/2023 21:52:10;R$ 27.746,75;json|anexo|URGENTE|ok|atenção|duplicado
501;Daniela Monteiro;4r4f841s4iy@@outlook.com;(93) 988489564;645.784.303-70;24/06/2023 09:29:28;R$ 177.049,83;revisar|csv|duplicado|tmp|ok
502;Larissa Costa;15me_ef7bkdh@gov.br;(99) 53198-6897;130.931.923-79;17/10/2022 23:30:54;R$ 137.567,22;obs|duplicado|falhou|atenção|atenção|???|tmp
503;Carlos Ursula Cardoso;ghht8nh@gov.br;(98) 98707-8215;886.831.428-12;07/05/2024 05:47:14;R$ 42.189,63;atenção|auto|reenviado|***
504;Helena Lima;kqnjspl4xm4m@bol.com.br;(96) 954652412;573.347.304-01;29/01/2025 23:40:58;R$ 81.782,39;erro|URGENTE|auto|ticket|###|ok|duplicado
505;Otávio Nogueira;xay.1uyp6ij3@ufpa.br;(96) 94870-3029;443.352.937-23;23/06/2021 13:40:01;R$ 180.974,70;manual|normalizar|json
506;Eduardo Pereira;1_lm4662nvc@loja.com.br;99 936238652;882.930.076-15;21/11/2025 03:22:54;R$ 7.249,36;normalizar|atenção|tmp|falhou
507;Gabriel Carlos Pereira;eu1aql@outlook.com;(99) 54779-2310;31963595472;17/09/2024 09:48:06;R$ 34.200,14;LIMPAR|auto|pendente|id|id|anexo|erro
508;uq4j39wuz@bol.com.br;(93) 990608596;201.064.041-59;12/08/2024 05:52:37;R$ 137.157,57;normalizar|erro|id|###|atenção
509;Patrícia Cardoso;x0wd2@outlook.com;98 963282690;456.894.098-26;21/07/2022 04:43:02;R$ 129.286,71;obs|manual|???
510;Natália Zuleica Castro;cg38h_5xbr@@gov.br;(97) 985989239;011.497.537-35;10/10/2022 22:07:42;R$ 45.972,53;falhou|protocolo|normalizar|revisar|csv|csv|revisar
511;Carlos Silva;1b4ypw7zdj@@outlook.com;(95) 94833-2032;797.668.652-77;31/12/2022 02:41:48;R$ 221.748,27;revisar|csv|anexo
512;Fernanda Silva;59jrz@bol.com.br;(93) 970134386;136.253.946-32;11/09/2022 13:32:50;R$ 94.660,05;manual|reenviado|normalizar|id
513;Thiago Mendes;7qf1lq.xy0bp@gmail.com;(93) 95164-6146;776.940.385-82;27/05/2025 00:57:44;R$ 235.955,66;***|reenviado|ok|***|***|protocolo|protocolo|tmp
514;Sabrina Oliveira;ju0797lp@empresa.com.br;(92)93762-4616;534.645.950-72;30/08/2023 01:35:51;R$ 84.503,84;???|auto|???|tmp|manual
515;Patrícia Santos;y3b.4e3@loja.com.br;99 997589898;719.160.322-85;22/08/2023 11:47:32;R$ 225.845,27;revisar|reenviado|ok|***|URGENTE
516;yasmin oliveira;yiimmjcgcj.j@gmail.com;(93) 91745-3749;476.888.405-50;01/05/2025 11:03:41;R$ 130.553,91;LIMPAR|obs|URGENTE|###|LIMPAR|csv
517;Carlos Nogueira;jvrkzsn@.com.br;96 982570987;106.495.280-37;13/05/2022 13:25:45;R$ 49.203,81;protocolo|revisar|***|atenção|reenviado|ticket|revisar
518;Kleber Zuleica Mendes;5mq.e23n846f@ufpa.br;93 934186059;577.535.669-58;12/12/2022 11:35:54;R$ 58.543,10;json|falhou|protocolo|falhou|###|json
519;Fernanda Igor Souza;0ezo_5k.4@empresa.com.br;(99) 924066554;695.012.539-89;07/05/2021 23:46:45;R$ 115.269,64;ok|manual|normalizar|duplicado|ticket
520;fernanda cardoso;zp2.6p@bol.com.br;98 916653257;709.624.892-84;12/03/2024 04:29:49;R$ 245.231,97;manual|LIMPAR|manual|pendente|###|ok|normalizar|id
521;Igor Nogueira;1zav_zok0xw@ufpa.br;(93) 910932867;792.737.503-8;03/05/2025 06:41:21;R$ 118.448,39;obs|erro|id|URGENTE|csv
522;Igor Oliveira;34byadloja.com.br;737.177.085-77;05/07/2024 05:42:50;R$ 27.185,03;tmp|###|protocolo|LIMPAR|atenção|tmp|csv|csv
523;Marcos Rafael Almeida;2g_d90c@ufpa.br;91 945090626;204.656.553-10;14/11/2022 12:13:21;R$ 143.309,73;revisar|reenviado|duplicado
524;William Yasmin Lima;nac1lwljsaa@empresa.com.br;(97) 944188471;658.255.79-74;21/04/2023 22:25:38;R$ 106.699,02;anexo|normalizar|ticket|id|falhou|###|###
525;l4f9wsq_t@bol.com.br;(94) 93425-8416;605.464.791-13;21/09/2025 12:48:59;R$ 86.881,43;normalizar|anexo|protocolo|***
526;Ursula Cardoso;pjw7@loja.com.br;(92) 91148-1679;234.156.430-66;16/08/2021 08:23:00;R$ 155.285,29;ticket|erro|duplicado|auto|falhou|json|anexo
527;Igor Tavares;bhc1.agrf6@ufpa.br;(97) 98341-2374;950.982.274-81;20/09/2021 05:44:44;R$ 220.314,67;manual|csv|falhou
528;ursula araújo;0_ao_gdrhz1@gov.br;(97) 96164-2268;250.960.201-04;03/02/2024 03:04:24;R$ 168.319,56;json|???|tmp|normalizar|json|manual|ticket|***
529;ana costa;94rjp@gov.br;(99) 922536913;552.097.285-39;12/10/2022 18:37:35;R$ 137.866,54;erro|pendente|falhou|???|protocolo|LIMPAR
530;Gabriel Ursula Costa;n96ro01nt6@ufpa.br;(98)95286-6657;864.999.899-67;30/03/2024 02:06:52;R$ 27.916,73;anexo|???|normalizar|revisar
531;Fernanda Fernanda Monteiro;xcmea8@loja.com.br;(91)98336-3774;528.696.066-25;18/06/2022 13:02:45;R$ 112.314,20;LIMPAR|reenviado|reenviado
532;larissa mendes;eoo76itkgbol.com.br;(95) 976922228;26972484546;27/07/2025 02:14:49;R$ 157.539,44;obs|atenção|???|pendente|id|URGENTE|anexo|falhou
533;Marcos Kleber Tavares;mq0b9g84caucbol.com.br;(98) 914319787;341.606.089-18;19/04/2024 07:32:29;R$ 173.006,89;reenviado|tmp|LIMPAR|???|duplicado|protocolo|revisar
534;Vinícius Santos;0uzuwp@gmail.com;(96) 934401045;368.949.13-83;09/09/2024 19:06:30;R$ 75.579,03;duplicado|###|duplicado
535;Rafael Silva;fu7a8_g9kbk@@loja.com.br;124.576.109-90;10/07/2022 07:46:28;R$ 162.771,49;ticket|URGENTE|id|json|LIMPAR
536;Helena Almeida;tspnca4x38oz@gmail.com;98 28948-8193;067.226.790-09;17/10/2024 13:00:31;R$ 70.677,70;atenção|???|normalizar|falhou|obs|atenção|LIMPAR|***
537;daniela almeida;z7_6s6sg_0@loja.com.br;(92) 951186552;839.421.034-35;14/05/2023 03:36:49;R$ 239.296,74;protocolo|pendente|revisar|tmp|id|manual|###
538;William Zuleica Costa;9y_r0o6di26@hotmail.com;96 962501493;567.760.602-74;04/06/2022 12:57:22;R$ 213.854,50;atenção|falhou|reenviado|obs|ok|###|***|tmp
539;Patrícia Souza;bnucq0td47@bol.com.br;(97) 97284-3998;280.235.590-68;10/08/2023 16:00:17;R$ 191.083,38;normalizar|LIMPAR|***|tmp|URGENTE|falhou|obs
540;Otávio Costa;gu5u2@hotmail.com;(92) 54581-4470;52700025637;02/11/2024 05:00:46;R$ 134.174,64;csv|erro|obs|normalizar|csv|***
541;Patrícia Nogueira;wy.3otdpmvj5@gmail.com;91 947621662;017.608.323-54;15/04/2023 16:37:07;R$ 169.801,41;obs|LIMPAR|erro|duplicado|duplicado|normalizar
542;Yasmin Tavares;hnxheur7@outlook.com;92 957331459;616.114.087-12;01/01/2021 07:36:49;R$ 168.581,78;atenção|???|auto|URGENTE|normalizar|obs|ok|###
543;Ursula Lima;18u54r.o@ufpa.br;(99) 95421-1960;800.128.238-12;15/06/2022 03:31:47;R$ 144.525,90;anexo|protocolo|falhou|normalizar|LIMPAR
544;Rafael Nogueira;qyfoseypq_6xgmail.com;92 980698935;726.855.885-43;08/11/2024 01:33:51;R$ 30.774,11;duplicado|tmp|LIMPAR|???|protocolo|pendente|obs
545;Sabrina Oliveira;45t41ow@GMAIL.COM;(91) 98100-8985;125.422.161-36;13/11/2025 13:42:41;R$ 78.982,68;obs|???|id|ok|normalizar|anexo|???
546;Kleber Almeida;zt0lqaf@hotmail.com;(92)94095-9644;046.323.643-16;16/12/2023 00:25:28;R$ 178.749,75;manual|tmp|protocolo|csv|id
547;Vinícius Sabrina Santos;m0q0wj7u@bol.com.br;(93)94534-7092;754.896.442-7;06/08/2021 02:32:24;R$ 234.143,60;auto|URGENTE|obs|URGENTE|reenviado|atenção|###|erro
548;Larissa Pereira;ao4g6ghlo@empresa.com.br;(91) 95303-5225;190.089.769-45;22/12/2024 17:38:14;R$ 110.350,11;anexo|pendente|normalizar|obs|obs|URGENTE|json
549;Daniela Barbosa;g246_s6el7@gmail.com;98 917933800;260.337.853-38;09/05/2025 08:36:02;ticket|pendente|protocolo|reenviado
550;Bruno William Costa;d1m3f8qkuzj@ufpa.br;(91) 94002-4724;401.636.640-94;04/02/2022 15:45:28;R$ 198.432,29;id|id|manual
551;x2x1gs25dkw@gov.br;97 44173-6356;05669905924;28/09/2022 21:08:43;R$ 191.302,56;atenção|auto|###|atenção|pendente|json
552;Juliana Silva;lr7uvq00@gmail.com;(98) 51624-2695;117.760.624-38;06/08/2025 12:35:58;R$ 124.124,36;ticket|json|protocolo|manual|###
553;Bruno Larissa Costa;jcevwblos@gmail.com;(94) 947221747;444.465.993-91;30/07/2022 11:46:18;R$ 213.993,58;erro|***|###|ticket|auto|***
554;Rafael Carlos Costa;wp3qoawi2o@outlook.com;96 989110596;433.551.978-01;07/02/2025 18:15:12;R$ 96.705,29;ok|reenviado|csv
555;Yasmin Larissa Tavares;8odtj7s@loja.com.br;(96) 96850-2075;316.967.224-27;10/03/2024 05:42:43;R$ 57.632,44;***|normalizar|obs|falhou|###
556;Kleber Mendes;qht2q789@ufpa.br;(98) 975057322;280.986.417-69;18/05/2024 02:15:47;R$ 132.608,94;***|ticket|anexo|obs|erro|auto
557;Juliana Lima;qcxblf0@outlook.com;(98) 944124366;281.818.964-20;16/07/2022 18:36:08;R$ 223.501,82;duplicado|auto|pendente|manual|falhou
558;Vinícius Monteiro;6v5k5.ldzy@hotmail.com;(98) 916316768;871.729.764-91;19/03/2024 12:33:14;R$ 175.216,77;id|ok|obs|###|***|duplicado|###|anexo
559;Carlos Monteiro;o.vmhmw5@empresa.com.br;(93) 925292754;489.424.114-41;11/06/2024 14:27:58;R$ 155.059,28;pendente|erro|atenção|URGENTE|auto
560;Fernanda Silva;ixqp96@gmail.com;92 80714-1182;794.906.980-21;28/05/2022 10:30:41;R$ 106.548,86;auto|protocolo|duplicado
561;William Tavares;dk9_fm73@empresa.com.br;(97)96672-1913;874.638.084-31;21/06/2024 15:18:01;R$ 216.734,29;duplicado|LIMPAR|ok|json
562;Ursula Almeida;erlk9dd@.com.br;(97) 93072-9446;778.376.661-81;13/12/2022 04:28:54;###|reenviado|***
563;Ana Araújo;v.dnsl@loja.com.br;(91) 96705-3348;208.048.968-31;29/07/2021 14:42:59;R$ 177.731,91;LIMPAR|revisar|tmp|***|atenção
564;yasmin lima;anakssn7wm@ufpa.br;(99) 989257391;163.895.410-63;26/06/2021 23:56:08;R$ 197.658,37;pendente|obs|id|csv|ok
565;Otávio Tavares;8nbgq@@ufpa.br;(92)98404-9575;410.075.873-17;16/09/2021 10:00:28;R$ 56.244,18;manual|ok|URGENTE|anexo|protocolo|atenção|manual|id
566;wxle3@bol.com.br;97 910057776;29202292952;09/10/2022 13:25:41;R$ 231.965,96;LIMPAR|***|obs|manual|###
567;Thiago Cardoso;3uyvyonfsv3x@hotmail.com;(96) 59303-3047;071.064.122-83;21/08/2024 10:27:14;R$ 171.519,13;URGENTE|auto|auto|reenviado|falhou|normalizar
568;William Eduardo Barbosa;7jrsk36uas@bol.com.br;(97) 52508-6890;152.019.082-50;06/11/2022 23:47:38;R$ 15.351,95;pendente|reenviado|ok
569;Yasmin Monteiro;4fb_lwxun@hotmail.com;(94) 99206-4489;376.832.301-38;13/11/2022 22:04:39;R$ 172.363,84;###|obs|falhou|falhou|anexo|obs|falhou|LIMPAR
570;Ursula Thiago Cardoso;8psk.w6h8qhc@loja.com.br;94 28926-4302;832.658.885-49;08/01/2023 01:08:43;R$ 230.282,20;LIMPAR|ticket|pendente|LIMPAR|???|erro|protocolo
571;Vinícius Castro;5_l95s@hotmail.com;91 974665972;734.463.878-54;24/05/2022 01:43:32;R$ 172.796,58;json|ticket|anexo|normalizar
572;Bruno Sabrina Tavares;s9vz.9@.com.br;(92) 52682-8591;24121187724;28/07/2024 15:50:10;R$ 215.710,62;obs|reenviado|LIMPAR|json|reenviado|csv|id|anexo
573;Otávio Oliveira;9ehgy8ilg1s@loja.com.br;(91) 56739-4364;615.455.57-46;07/09/2025 05:39:22;R$ 145.389,35;pendente|ok|tmp|atenção
574;Quésia Lima;kvds8c4g_b@gov.br;(94) 95376-5388;03/06/2025 08:44:20;R$ 77.540,16;erro|URGENTE|protocolo
575;William Mendes;10txu.nukif@bol.com.br;(92)93226-6876;518.981.468-78;13/08/2024 16:11:48;R$ 215.929,42;obs|auto|falhou|URGENTE|tmp|falhou|obs|LIMPAR
576;Ana Barbosa;o_7zd@bol.com.br;(97) 93584-7929;966.523.701-60;19/09/2023 16:36:02;R$ 70.753,31;protocolo|erro|id|ok|###|obs
577;Rafael Fernanda Souza;cpa.2nx@UFPA.BR;(96) 947582395;317.967.614-30;30/06/2025 09:16:48;R$ 165.304,98;id|reenviado|protocolo|falhou
578;Bruno Igor Castro;3gdthiha18t@hotmail.com;(95) 52880-6839;941.431.378-09;02/12/2021 18:14:38;R$ 182.710,78;ticket|ticket|###|id|ok|URGENTE|csv|reenviado
579;yasmin cardoso;fgtuhygdb9b6@ufpa.br;(98) 954976582;15/09/2024 11:36:29;R$ 136.586,48;ok|###|protocolo
580;Daniela Barbosa;eha62m1fcl@GMAIL.COM;91 937950696;653.447.294-67;10/05/2023 07:42:22;R$ 123.767,00;protocolo|atenção|ok
581;Fernanda Santos;qk346qq@@ufpa.br;96 19646-6791;269.477.369-77;08/04/2022 21:41:16;R$ 90.330,02;ok|falhou|revisar|duplicado
582;Natália Silva;iavzc5t@bol.com.br;(97) 98702-1441;976.599.756-81;24/02/2023 17:29:07;R$ 188.641,78;erro|URGENTE|json|falhou|csv|erro
583;Otávio Igor Araújo;8cb3j@.com.br;(96) 96503-4621;391.840.852-16;27/06/2022 23:22:12;R$ 231.283,68;###|erro|protocolo|manual|***|ticket|???
584;Gabriel Silva;uby78o@bol.com.br;(99) 51032-1472;753.318.148-85;25/12/2024 04:40:02;R$ 166.367,73;falhou|auto|ok|###|json
585;Ana Tavares;@gov.br;(92) 916355095;484.302.229-70;22/03/2025 19:57:31;R$ 229.512,23;***|***|normalizar|duplicado|revisar|id|atenção|falhou
586;Ana Cardoso;xgnm5.p@empresa.com.br;(94)93239-1406;145.725.980-18;09/05/2023 15:44:54;R$ 175.721,46;erro|protocolo|reenviado
587;Natália Costa;2r_st@gov.br;(99) 95400-9429;09522676221;08/10/2021 03:15:40;R$ 13.382,40;pendente|anexo|duplicado|erro|falhou|csv|manual|falhou
588;Zuleica Silva;uidwcz@gov.br;(91) 977575862;128.644.231-17;13/02/2023 15:27:21;R$ 181.396,50;atenção|***|csv|***
589;Daniela Araújo;15voewi07801empresa.com.br;(97) 928039730;740.146.951-26;19/05/2022 02:30:59;R$ 13.557,34;reenviado|duplicado|pendente|###|csv|revisar|anexo|falhou
590;Eduardo Cardoso;dwms.d20kabol.com.br;(98) 969447793;796.810.030-62;14/02/2024 04:43:55;R$ 74.933,65;atenção|ticket|anexo|id|***|atenção
591;Yasmin Carlos Tavares;bvqd.nmn@empresa.com.br;(92) 990670616;648.863.169-39;14/12/2023 03:55:19;R$ 151.926,97;LIMPAR|anexo|revisar|LIMPAR
592;Otávio Mendes;5zh2u76u3a4e@hotmail.com;186.042.823-53;15/06/2021 16:48:39;R$ 234.844,32;falhou|tmp|revisar|duplicado
593;Marcos Pereira;0dl.pkryh@outlook.com;(95) 936139995;974.862.498-7;07/07/2024 11:04:52;R$ 21.042,94;json|ok|atenção
594;Sabrina Tavares;6jjzfdbm893@empresa.com.br;(91) 918173981;376.367.096-09;26/12/2023 20:07:47;R$ 39.344,66;URGENTE|tmp|auto|ticket|pendente
595;Patrícia Costa;mcadzc@loja.com.br;(99) 922487461;050.009.754-16;26/08/2021 06:02:23;R$ 90.392,04;auto|URGENTE|atenção|LIMPAR|falhou
596;Otávio Tavares;kyj19cv1l6zn@hotmail.com;(99) 55799-4729;393.476.926-91;03/10/2023 12:32:29;R$ 188.317,89;atenção|manual|revisar|json|ticket|atenção|pendente
597;Ana Marcos Barbosa;c71xl74@ufpa.br;98 982041285;733.100.49-60;13/10/2025 03:04:49;R$ 176.491,84;falhou|erro|erro
598;Natália Mendes;nb6k4haneel@gmail.com;(99) 55997-5445;551.305.14-97;18/06/2023 17:43:45;R$ 108.872,41;id|atenção|csv|json|protocolo|anexo
599;Yasmin Rafael Mendes;ldrnibipvj@empresa.com.br;97 65835-6543;808.010.120-53;24/03/2022 01:26:06;R$ 142.964,19;auto|obs|normalizar
600;Yasmin Santos;67bkv@gov.br;(98)96493-2118;062.374.685-91;12/12/2025 14:50:22;R$ 228.268,66;URGENTE|protocolo|ticket|duplicado|obs
601;Ana Santos;tj3mrc70@ufpa.br;95 982718838;886.135.748-41;27/09/2023 15:29:48;R$ 109.052,56;json|protocolo|anexo|obs|URGENTE|falhou|atenção|pendente
602;Otávio Costa;xp6xvmcxp1@outlook.com;96 999115580;690.911.120-57;05/10/2021 11:06:13;R$ 139.993,70;tmp|LIMPAR|csv
603;Quésia Quésia Nogueira;pp99nv9h@loja.com.br;(91) 917174913;737.108.313-04;26/12/2024 14:49:23;R$ 26.471,74;URGENTE|csv|csv
604;Otávio Mendes;kuljgx@loja.com.br;(96) 976421118;263.785.404-65;30/11/2025 12:40:46;R$ 244.873,66;duplicado|***|csv|URGENTE|csv|manual
605;Gabriel Cardoso;0sa_wabvhu@hotmail.com;97 944196335;420.935.908-58;13/01/2021 11:51:10;R$ 161.691,51;id|manual|id|URGENTE
606;Yasmin Oliveira;stb_68mjv@gmail.com;(97) 91041-1642;57109242698;06/03/2025 22:33:32;R$ 45.226,03;id|###|###|protocolo|normalizar
607;Helena Lima;opew1qogto@bol.com.br;98 959641809;702.228.655-23;12/02/2023 01:45:53;R$ 126.219,51;id|reenviado|manual|id|erro|json|pendente
608;Ursula Souza;1bk3n@UFPA.BR;(94)96488-8815;605.572.503-28;23/07/2024 17:51:50;R$ 124.804,89;pendente|anexo|erro|falhou|id|atenção
609;Kleber Oliveira;l08w4x7y@empresa.com.br;(91) 923132950;293.043.482-87;12/07/2021 17:15:49;R$ 166.834,97;reenviado|???|manual|id|id|id|anexo|***
610;Kleber Daniela Pereira;7qlc9k@outlook.com;91 967137020;101.790.999-98;24/06/2021 05:35:32;R$ 208.237,74;manual|reenviado|ok|json|id|normalizar|protocolo|id
611;Fernanda Helena Oliveira;1erni@hotmail.com;91 965318700;286.509.241-36;11/12/2023 10:59:16;R$ 121.464,80;ok|ticket|atenção|obs|pendente|protocolo|auto|ticket
612;Yasmin Costa;1.di9@.com.br;(94) 91260-4001;255.106.131-10;28/05/2024 20:33:42;R$ 47.374,84;csv|???|ok|URGENTE|falhou
613;Zuleica Santos;nc6orq0ca@gov.br;(97)94748-2659;290.992.13-27;30/05/2024 08:34:12;R$ 41.165,74;falhou|manual|id|tmp|ticket|atenção
614;Patrícia Castro;fau74@empresa.com.br;(92) 936543922;513.612.553-46;30/01/2024 09:51:40;R$ 78.911,98;protocolo|duplicado|###|atenção|reenviado
615;Quésia Souza;uj6wnmch2xbkoutlook.com;91 936789591;549.653.262-7;23/10/2022 05:14:36;R$ 180.652,21;obs|LIMPAR|pendente
616;Ursula Lima;nh_xffh4e@bol.com.br;95 74169-2010;296.711.052-35;01/09/2021 19:59:48;R$ 223.845,38;pendente|csv|atenção|tmp
617;Bruno Mendes;n.7j90mjg@gmail.com;99 996977268;988.854.043-09;03/01/2021 05:28:11;R$ 37.601,29;falhou|ok|reenviado|???|reenviado
618;Ana Barbosa;nwclwdl4enh@loja.com.br;96 922167337;353.515.25-37;19/03/2025 05:20:20;R$ 29.256,22;anexo|manual|normalizar|revisar|URGENTE|pendente
619;Thiago Tavares;4lkke@ufpa.br;96 940389080;381.432.123-24;13/01/2021 12:43:32;R$ 206.987,27;duplicado|protocolo|falhou|pendente|***|erro|???|revisar
620;Yasmin Barbosa;80lo5@gov.br;91 999884047;929.779.289-46;19/04/2023 22:14:10;R$ 66.199,10;tmp|reenviado|URGENTE
621;Bruno Otávio Monteiro;ge26nrn9ku1r@UFPA.BR;(99) 924762594;958.008.124-30;02/08/2024 03:55:22;R$ 237.521,62;csv|***|revisar|manual|###|???
622;Carlos Larissa Oliveira;k211ze9b85kgov.br;(99) 99286-9581;61445881188;31/12/2021 14:24:22;R$ 31.297,73;ok|anexo|tmp|obs
623;bruno castro;6fbz7@loja.com.br;(97) 959616339;70490565153;29/10/2022 15:49:37;R$ 6.976,33;auto|auto|ticket|falhou|ok|ticket|protocolo|json
624;Kleber Lima;izy4aj8_gkg6@outlook.com;99 997395063;662.490.881-53;28/03/2025 10:10:43;R$ 248.182,64;***|???|erro
625;Patrícia Santos;cas6cw@empresa.com.br;(97) 965496900;011.628.772-59;23/09/2021 15:57:29;R$ 101.614,98;ok|json|json|###
626;Bruno Nogueira;fk3794@hotmail.com;(92) 965313329;700.466.93-94;03/04/2025 21:22:10;R$ 199.228,53;pendente|URGENTE|URGENTE|erro|atenção|atenção|ok|tmp
627;kleber rafael araújo;viz9q@GMAIL.COM;95 955848165;280.255.772-54;26/01/2021 13:32:24;R$ 171.449,95;erro|normalizar|obs|???
628;Zuleica Araújo;mck5d@gov.br;(99) 99984-5117;287.781.600-50;30/11/2025 11:25:01;R$ 38.319,49;auto|erro|protocolo|auto|duplicado|LIMPAR|ok
629;Rafael Vinícius Pereira;x6vh6wkpi@hotmail.com;(93) 96155-2368;995.654.861-75;30/01/2024 23:15:58;R$ 210.073,05;auto|falhou|URGENTE|manual|revisar
630;Gabriel Kleber Cardoso;a2u_.vsz3v@.com.br;97 988710057;611.712.137-0;16/04/2024 19:06:51;R$ 73.978,51;ticket|json|normalizar|protocolo
631;Helena Lima;eoj862ur@empresa.com.br;(92) 59579-9883;135.512.718-86;13/02/2022 23:52:06;R$ 232.074,58;anexo|LIMPAR|erro|obs|csv|obs|LIMPAR|csv
632;Quésia Cardoso;74rnxig1x@outlook.com;(99) 96633-6396;603.966.447-57;21/11/2022 13:38:11;R$ 208.261,68;normalizar|csv|auto
633;Bruno Monteiro;xtjeog7bwh_f@gov.br;93 973807290;110.795.967-53;30/05/2021 09:38:52;R$ 40.811,62;URGENTE|???|reenviado
634;Ursula Sabrina Monteiro;phvbnw1jd4c@empresa.com.br;98 979181377;863.840.801-09;22/01/2022 23:13:18;R$ 25.200,87;???|json|???|***
635;Otávio Silva;f0w4v0i@GMAIL.COM;(97) 95107-5671;985.780.368-45;08/08/2022 15:48:06;R$ 164.400,49;erro|anexo|pendente|atenção
636;Vinícius Igor Santos;3qt5m0n75g@loja.com.br;(92) 957084316;455.630.545-32;28/05/2024 19:22:00;R$ 122.522,98;ok|anexo|id|###|anexo
637;Igor Sabrina Souza;zh3a760l@loja.com.br;(98) 99344-5115;584.935.447-06;08/03/2023 14:53:55;R$ 119.409,27;LIMPAR|ticket|atenção|protocolo
638;Thiago Souza;w.20_.tnw@@outlook.com;95 960406683;924.984.711-4;09/11/2022 12:57:19;R$ 41.521,43;URGENTE|tmp|json|obs|csv|ticket|falhou|ticket
639;Sabrina Juliana Pereira;jga9lk3@hotmail.com;(96) 974723626;032.247.842-55;27/06/2025 22:30:53;R$ 176.495,33;json|duplicado|protocolo|id|erro|id|duplicado
640;Fernanda Barbosa;x01aemf9oq7b@@gov.br;(98) 957917094;773.604.429-64;21/06/2022 15:40:02;R$ 126.108,09;normalizar|???|anexo|atenção|tmp|URGENTE|atenção|atenção
641;Yasmin Oliveira;7i6_a4fs3ze9@hotmail.com;98 947430049;191.231.563-29;24/04/2023 05:04:38;R$ 95.245,57;anexo|erro|ok|revisar
642;Rafael Carlos Tavares;8efed@@gmail.com;(94) 964090690;818.446.788-10;30/10/2025 00:10:45;R$ 43.123,56;manual|normalizar|id|pendente|csv|reenviado|URGENTE|###
643;Fernanda Zuleica Nogueira;qm5076o@bol.com.br;(98) 967039921;772.279.167-79;12/03/2022 12:23:41;R$ 181.170,66;normalizar|revisar|csv|protocolo
644;Sabrina Rafael Castro;qucb8e7q.77@bol.com.br;(91) 994239032;558.014.400-72;28/07/2021 04:58:04;R$ 200.247,45;normalizar|pendente|json
645;Helena Cardoso;tpvgg@hotmail.com;(97) 981621580;324.610.668-25;09/12/2025 10:30:21;R$ 94.493,25;id|tmp|atenção|reenviado
646;Carlos Souza;l1gcstt2i5@ufpa.br;99 947723202;552.991.176-25;25/03/2023 12:35:19;R$ 125.587,99;tmp|json|###
647;Rafael Castro;7y2omngov.br;(95) 91191-1008;299.321.937-40;21/05/2024 05:15:08;R$ 119.889,45;ok|anexo|id|duplicado|obs|atenção
648;Daniela Yasmin Nogueira;@outlook.com;91 919837825;84905711726;15/09/2024 20:35:06;R$ 201.558,32;URGENTE|falhou|LIMPAR|***
649;natália araújo;2tyj.yl@ufpa.br;(91) 95165-5994;292.333.755-44;28/09/2021 19:04:41;R$ 73.803,43;auto|tmp|auto
650;Natália Bruno Nogueira;dzrcdcgc4w@outlook.com;93 43589-8866;254.183.444-22;21/09/2025 17:43:36;R$ 55.346,61;id|protocolo|json|anexo|revisar|json
651;Ana Marcos Barbosa;hg_rrgtdy@gmail.com;(91) 98238-9518;465.214.665-31;20/03/2024 20:45:05;R$ 237.619,55;json|obs|manual|tmp|anexo|revisar|erro
652;Ursula Nogueira;w4qhz@empresa.com.br;(92) 92071-1745;877.716.687-58;22/03/2025 01:56:16;R$ 102.303,07;ok|obs|###|tmp
653;Zuleica Santos;mmm.ls@outlook.com;(97) 53218-5204;571.799.001-67;18/02/2021 22:29:51;R$ 90.454,03;normalizar|URGENTE|LIMPAR|***
654;Eduardo Cardoso;ltoth5ylp52@hotmail.com;(98)96138-5057;443.872.836-5;17/06/2021 01:57:02;R$ 48.036,09;erro|ok|falhou|normalizar|???|###
